% K_lin=8.035300  p_cw=[-2.695200 31.026600 -64.676800]  p_ccw=[2.343300 4.917800 -23.132900]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        4.9904431000         0.4990443100         2.9908448542         1.4807696325         1.3242762076         3.7448985371         4.0099707441
        4.9954318000         0.4995431800         2.9911138131         1.4756649788         1.3395874724         3.6119238886         4.0139793143
        0.0000000000         0.0005907000         0.0000590700         2.5000000000         1.3378393285         4.7948295519         0.0216083804
        0.0000000000         0.0055139000         0.0005513900         2.5000000000         1.3301823480         4.7897257969        -0.1778535923
        0.0000000000         0.0103982000         0.0010398200         2.5000000000         1.3301823480         4.7922776744        -0.1778535923
        0.0000000000         0.0154215000         0.0015421500         2.5000000000         1.3352870017         4.7999333068        -0.0448789439
        0.0000000000         0.0204131000         0.0020413100         2.5000000000         1.3327346748         4.7922776744        -0.1113662681
        0.0000000000         0.0253880000         0.0025388000         2.5000000000         1.3378393285         4.7973814293         0.0216083804
        0.0000000000         0.0303981000         0.0030398100         2.5000000000         1.3378393285         4.7973814293         0.0216083804
        0.0000000000         0.0353990000         0.0035399000         2.5000000000         1.3301823480         4.7871739195        -0.1778535923
        0.0000000000         0.0404099000         0.0040409900         2.5000000000         1.3352870017         4.7973814293        -0.0448789439
        0.0000000000         0.0453900000         0.0045390000         2.5000000000         1.3378393285         4.7948295519         0.0216083804
        0.0000000000         0.0503957000         0.0050395700         2.5000000000         1.3352870017         4.7999333068        -0.0448789439
        0.0000000000         0.0553963000         0.0055396300         2.5000000000         1.3480486360         4.7973814293         0.2875576773
        0.0000000000         0.0604105000         0.0060410500         2.5000000000         1.3352870017         4.7973814293        -0.0448789439
        0.0000000000         0.0653850000         0.0065385000         2.5000000000         1.3352870017         4.7948295519        -0.0448789439
        0.0000000000         0.0704117000         0.0070411700         2.5000000000         1.3378393285         4.7973814293         0.0216083804
        0.0000000000         0.0754165000         0.0075416500         2.5000000000         1.3378393285         4.7973814293         0.0216083804
        0.0000000000         0.0803943000         0.0080394300         2.5000000000         1.3352870017         4.7999333068        -0.0448789439
        0.0000000000         0.0854205000         0.0085420500         2.5000000000         1.3327346748         4.7922776744        -0.1113662681
        0.0000000000         0.0903928000         0.0090392800         2.5000000000         1.3378393285         4.7973814293         0.0216083804
        0.0000000000         0.0953866000         0.0095386600         2.5000000000         1.3659149240         4.7973814293         0.7529689469
        0.0000000000         0.1003993000         0.0100399300         2.5000000000         1.3429439823         4.8050370617         0.1545830288
        0.0000000000         0.1053904000         0.0105390400         2.5000000000         1.3301823480         4.7897257969        -0.1778535923
        0.0000000000         0.1103903000         0.0110390300         2.5000000000         1.3403916554         4.8024851842         0.0880957046
        0.0000000000         0.1153878000         0.0115387800         2.5000000000         1.3301823480         4.7922776744        -0.1778535923
        0.0000000000         0.1203925000         0.0120392500         2.5000000000         1.3378393285         4.7973814293         0.0216083804
        0.0000000000         0.1253894000         0.0125389400         2.5000000000         1.3352870017         4.7922776744        -0.0448789439
        0.0000000000         0.1304112000         0.0130411200         2.5000000000         1.3301823480         4.7922776744        -0.1778535923
        0.0000000000         0.1354610000         0.0135461000         2.5000000000         1.3352870017         4.7973814293        -0.0448789439
