% Motor Triangle Wave Linearization Verification - Cycle Average
% Period      = 40.0 [sec]
% Cycles used = 5
% Fs          = 200 [Hz]
% N per cycle = 8000

Time[s]              Vcmd_ref_avg[V]      Omega_target_avg[rad/s] Omega_avg[rad/s]    
1.2550000000         0.3137510800         2.6145191247         2.2944775591        
1.2600000000         0.3150136550         2.6250402885         2.2811800942        
1.2650000000         0.3162525450         2.6353640828         2.3609648833        
1.2700000000         0.3175063000         2.6458117485         2.3343699536        
1.2750000000         0.3187517700         2.6561903746         2.3609648833        
1.2800000000         0.3200067600         2.6666483318         2.3210724888        
1.2850000000         0.3212515300         2.6770211246         2.3742623481        
1.2900000000         0.3225021300         2.6874424995         2.3077750239        
1.2950000000         0.3237520300         2.6978580412         2.4141547427        
1.3000000000         0.3250143050         2.7083767050         2.3609648833        
1.3050000000         0.3262516750         2.7186878329         2.4141547427        
1.3100000000         0.3275112700         2.7291841640         2.3875598130        
1.3150000000         0.3287519900         2.7395232079         2.5471293911        
1.3200000000         0.3300227900         2.7501129113         2.4274522075        
1.3250000000         0.3312530400         2.7603647076         2.3476674185        
1.3300000000         0.3325014400         2.7707677497         2.4540471372        
1.3350000000         0.3337527150         2.7811947494         2.4673446021        
1.3400000000         0.3350097850         2.7916700394         2.5205344614        
1.3450000000         0.3362524550         2.8020253327         2.6269141802        
1.3500000000         0.3375015750         2.8124343746         2.4540471372        
1.3550000000         0.3387526350         2.8228595827         2.4939395318        
1.3600000000         0.3400040900         2.8332880824         2.5072369966        
1.3650000000         0.3412518050         2.8436854162         2.5471293911        
1.3700000000         0.3425010500         2.8540954997         2.5338319263        
1.3750000000         0.3437520050         2.8645198329         2.5870217857        
1.3800000000         0.3450010000         2.8749278331         2.5471293911        
1.3850000000         0.3462509250         2.8853435831         2.5471293911        
1.3900000000         0.3475012200         2.8957624164         2.4407496724        
1.3950000000         0.3487517600         2.9061832913         2.5338319263        
1.4000000000         0.3500013350         2.9165961247         2.4939395318        
1.4050000000         0.3512518850         2.9270170829         2.6136167154        
1.4100000000         0.3525010000         2.9374260831         2.5471293911        
1.4150000000         0.3537516300         2.9478477080         2.6934015044        
1.4200000000         0.3550017150         2.9582647913         2.5471293911        
1.4250000000         0.3562516900         2.9686809579         2.6535091099        
1.4300000000         0.3575016500         2.9790969996         2.5870217857        
1.4350000000         0.3587515750         2.9895127496         2.6801040396        
1.4400000000         0.3600018200         2.9999311662         2.6402116450        
1.4450000000         0.3612519250         3.0103484162         2.5737243208        
1.4500000000         0.3625012950         3.0207595413         2.6801040396        
1.4550000000         0.3637515700         3.0311782080         2.7864837584        
1.4600000000         0.3650011950         3.0415914580         2.7465913638        
1.4650000000         0.3662513850         3.0520094163         2.7598888286        
1.4700000000         0.3675011450         3.0624237914         2.7199964341        
1.4750000000         0.3687519250         3.0728466662         2.7731862935        
1.4800000000         0.3700010100         3.0832554164         2.6668065747        
1.4850000000         0.3712509250         3.0936710831         2.8263761529        
1.4900000000         0.3725011550         3.1040893747         2.6801040396        
1.4950000000         0.3737510150         3.1145045831         2.6402116451        
1.5000000000         0.3750007850         3.1249190415         2.8396736177        
1.5050000000         0.3762510800         3.1353378748         2.8130786880        
1.5100000000         0.3775012700         3.1457558330         2.7199964341        
1.5150000000         0.3787553250         3.1562059988         2.7199964341        
1.5200000000         0.3800017100         3.1665922496         2.7864837583        
1.5250000000         0.3812512750         3.1770049997         2.8928634771        
1.5300000000         0.3825093750         3.1874888728         2.8662685474        
1.5350000000         0.3837512650         3.1978376664         2.8263761529        
1.5400000000         0.3850012350         3.2082537914         2.7864837583        
1.5450000000         0.3862511850         3.2186697497         2.8396736177        
1.5500000000         0.3875027600         3.2290992494         2.9194584068        
1.5550000000         0.3887510350         3.2395012497         2.7199964341        
1.5600000000         0.3900012750         3.2499196247         2.9327558716        
1.5650000000         0.3912508800         3.2603327081         2.8529710826        
1.5700000000         0.3925021100         3.2707593328         2.8795660123        
1.5750000000         0.3937510600         3.2811669581         3.0524330552        
1.5800000000         0.3950014700         3.2915867496         2.9194584068        
1.5850000000         0.3962510900         3.3019999581         2.8928634771        
1.5900000000         0.3975013450         3.3124184580         2.9859457310        
1.5950000000         0.3987748800         3.3230309525         2.9460533365        
1.6000000000         0.4000013200         3.3332509997         2.9859457310        
1.6050000000         0.4012508100         3.3436631248         2.8662685474        
1.6100000000         0.4025014800         3.3540850830         3.0657305201        
1.6150000000         0.4037508550         3.3644962498         2.9593508013        
1.6200000000         0.4050016400         3.3749191663         3.0790279849        
1.6250000000         0.4062509800         3.3853300414         2.9859457310        
1.6300000000         0.4075011200         3.3957475831         3.1056229146        
1.6350000000         0.4087508050         3.4061613332         2.8529710826        
1.6400000000         0.4100014200         3.4165828330         3.0258381255        
1.6450000000         0.4112508150         3.4269941665         2.9061609419        
1.6500000000         0.4125009300         3.4374114998         2.9327558716        
1.6550000000         0.4137552000         3.4478634571         2.9992431959        
1.6600000000         0.4150043000         3.4582723323         3.0391355904        
1.6650000000         0.4162512700         3.4686634581         2.8795660123        
1.6700000000         0.4175010500         3.4790779998         3.0258381255        
1.6750000000         0.4187513600         3.4894969580         3.1721102389        
1.6800000000         0.4200016900         3.4999160830         2.9992431959        
1.6850000000         0.4212523500         3.5103379578         3.0125406607        
1.6900000000         0.4225034750         3.5207637075         3.0790279849        
1.6950000000         0.4237527300         3.5311738744         3.0391355904        
1.7000000000         0.4250017800         3.5415823329         2.9194584068        
1.7050000000         0.4262520500         3.5520009579         3.0125406607        
1.7100000000         0.4275035800         3.5624300825         3.0657305201        
1.7150000000         0.4287612600         3.5729104557         2.9859457310        
1.7200000000         0.4300012550         3.5832434580         3.1455153092        
1.7250000000         0.4312512150         3.5936594997         2.9726482662        
1.7300000000         0.4325009950         3.6040740414         3.1322178443        
1.7350000000         0.4337908450         3.6148224905         3.0923254498        
1.7400000000         0.4350010100         3.6249069164         3.1455153092        
1.7450000000         0.4362516750         3.6353288330         3.0790279849        
1.7500000000         0.4375012600         3.6457417497         3.1455153091        
1.7550000000         0.4387511050         3.6561568331         3.2120026334        
1.7600000000         0.4400009750         3.6665721248         3.2518950279        
1.7650000000         0.4412511300         3.6769897914         3.0258381256        
1.7700000000         0.4425036550         3.6874272075         3.0657305201        
1.7750000000         0.4437522300         3.6978317078         3.1987051686        
1.7800000000         0.4450012300         3.7082397497         3.1189203795        
1.7850000000         0.4462540650         3.7186797490         3.1056229146        
1.7900000000         0.4475011500         3.7290718331         3.1987051686        
1.7950000000         0.4487517300         3.7394930413         3.2253000982        
1.8000000000         0.4500010250         3.7499035414         3.2385975631        
1.8050000000         0.4512515150         3.7603239996         3.1455153092        
1.8100000000         0.4525008500         3.7707348331         3.3050848873        
1.8150000000         0.4537518250         3.7811593329         3.3316798170        
1.8200000000         0.4550010400         3.7915691664         3.2518950279        
1.8250000000         0.4562516650         3.8019907496         3.2784899576        
1.8300000000         0.4575014350         3.8124052080         3.1854077037        
1.8350000000         0.4587519100         3.8228255412         3.3582747467        
1.8400000000         0.4600017600         3.8332406663         3.1721102388        
1.8450000000         0.4612512100         3.8436524580         3.3582747467        
1.8500000000         0.4625137250         3.8541731218         3.2253000982        
1.8550000000         0.4637519150         3.8644910829         3.3715722115        
1.8600000000         0.4650014950         3.8749039580         3.2784899576        
1.8650000000         0.4662519800         3.8853243745         3.2120026334        
1.8700000000         0.4675254500         3.8959363274         3.3981671412        
1.8750000000         0.4687515000         3.9061531246         3.4380595358        
1.8800000000         0.4700014000         3.9165686664         3.5843316491        
1.8850000000         0.4712512350         3.9269836664         3.2518950279        
1.8900000000         0.4725011950         3.9373997080         3.5045468600        
1.8950000000         0.4737514000         3.9478177913         3.3449772819        
1.9000000000         0.4750011150         3.9582317914         3.3316798170        
1.9050000000         0.4762570800         3.9686978734         3.4513570006        
1.9100000000         0.4775009350         3.9790630414         3.3582747467        
1.9150000000         0.4787636450         3.9895853302         3.5178443248        
1.9200000000         0.4800017500         3.9999025829         3.4912493952        
1.9250000000         0.4812514400         4.0103163747         3.4646544655        
1.9300000000         0.4825013650         4.0207321247         3.4912493951        
1.9350000000         0.4837685650         4.0312918290         3.4513570006        
1.9400000000         0.4850015050         4.0415660413         3.5045468600        
1.9450000000         0.4862511550         4.0519794997         3.5577367194        
1.9500000000         0.4875010400         4.0623949164         3.5178443248        
1.9550000000         0.4887526550         4.0728247494         3.4114646061        
1.9600000000         0.4900013600         4.0832303330         3.5843316491        
1.9650000000         0.4912511250         4.0936447498         3.5710341842        
1.9700000000         0.4925009600         4.1040597498         3.6641164381        
1.9750000000         0.4937509200         4.1144757914         3.3316798170        
1.9800000000         0.4950009300         4.1248922498         3.6375215084        
1.9850000000         0.4962511600         4.1353105414         3.6641164381        
1.9900000000         0.4975012400         4.1457275831         3.5843316491        
1.9950000000         0.4987508800         4.1561409581         3.6109265788        
2.0000000000         0.5000010700         4.1665589164         3.6242240436        
2.0050000000         0.5012533450         4.1769942492         3.5976291139        
2.0100000000         0.5025009200         4.1873904164         3.7439012272        
2.0150000000         0.5037509000         4.1978066248         3.5311417897        
2.0200000000         0.5050035500         4.2082450825         3.7306037623        
2.0250000000         0.5062507400         4.2186380415         3.6375215084        
2.0300000000         0.5075009100         4.2290558331         3.6774139030        
2.0350000000         0.5087511600         4.2394742914         3.7040088327        
2.0400000000         0.5100377600         4.2501956579         3.5976291139        
2.0450000000         0.5112510550         4.2603061664         3.7837936217        
2.0500000000         0.5125012550         4.2707242081         3.8103885515        
2.0550000000         0.5137513900         4.2811417080         3.4912493951        
2.0600000000         0.5150012600         4.2915569997         3.7173062975        
2.0650000000         0.5162544600         4.3020000406         3.6907113678        
2.0700000000         0.5175016800         4.3123932496         3.5311417897        
2.0750000000         0.5187739350         4.3229950777         3.5843316491        
2.0800000000         0.5200015700         4.3332250830         3.8369834811        
2.0850000000         0.5212514350         4.3436403330         3.7571986921        
2.0900000000         0.5225013350         4.3540558747         3.8635784108        
2.0950000000         0.5237516100         4.3644745413         3.7439012272        
2.1000000000         0.5250012750         4.3748881247         3.7704961569        
2.1050000000         0.5262511900         4.3853037914         3.8369834811        
2.1100000000         0.5275009300         4.3957179998         3.8103885514        
2.1150000000         0.5287515200         4.4061392913         3.8768758757        
2.1200000000         0.5300009750         4.4165511248         3.8103885515        
2.1250000000         0.5312509100         4.4269669581         3.8369834811        
2.1300000000         0.5325010000         4.4373840831         3.7306037624        
2.1350000000         0.5337516250         4.4478056663         3.7306037624        
2.1400000000         0.5350020300         4.4582254162         3.8103885514        
2.1450000000         0.5362510800         4.4686338748         3.9566606647        
2.1500000000         0.5375009850         4.4790494581         3.7306037624        
2.1550000000         0.5387516950         4.4894717496         3.9433631999        
2.1600000000         0.5400010400         4.4998826664         3.9566606648        
2.1650000000         0.5412517350         4.5103048329         3.7571986921        
2.1700000000         0.5425010800         4.5207157497         3.7970910866        
2.1750000000         0.5437510200         4.5311316247         3.9167682702        
2.1800000000         0.5450008350         4.5415464581         3.9167682702        
2.1850000000         0.5462514600         4.5519680413         3.9034708054        
2.1900000000         0.5475028750         4.5623962077         4.1162302429        
2.1950000000         0.5487512050         4.5727986664         3.9832555944        
2.2000000000         0.5500014750         4.5832172913         3.9167682702        
2.2050000000         0.5512512050         4.5936314164         3.9832555944        
2.2100000000         0.5525016150         4.6040512080         4.0098505241        
2.2150000000         0.5537512700         4.6144647080         3.9832555944        
2.2200000000         0.5550231000         4.6250629946         3.8768758757        
2.2250000000         0.5562519800         4.6353033745         3.9566606647        
2.2300000000         0.5575201000         4.6458707453         4.2093124968        
2.2350000000         0.5587519700         4.6561360412         4.0630403835        
2.2400000000         0.5600021750         4.6665541245         4.1561226374        
2.2450000000         0.5612541900         4.6769872907         4.1029327780        
2.2500000000         0.5625071300         4.6874281650         3.9965530593        
2.2550000000         0.5637576950         4.6978492482         4.0763378483        
2.2600000000         0.5650131700         4.7083112469         4.2226099616        
2.2650000000         0.5662516600         4.7186317079         4.3156922156        
2.2700000000         0.5675028450         4.7290579577         4.1162302429        
2.2750000000         0.5687510850         4.7394596664         4.1295277077        
2.2800000000         0.5700124000         4.7499703304         4.3023947507        
2.2850000000         0.5712511800         4.7602932081         4.1561226374        
2.2900000000         0.5725070050         4.7707581234         4.2492048913        
2.2950000000         0.5737511700         4.7811258747         4.2226099617        
2.3000000000         0.5750021750         4.7915506245         4.1960150319        
2.3050000000         0.5762510650         4.8019577497         4.4752617937        
2.3100000000         0.5775091300         4.8124413312         4.1827175671        
2.3150000000         0.5787509850         4.8227898331         4.4353693991        
2.3200000000         0.5800018650         4.8332135412         3.9832555944        
2.3250000000         0.5812514000         4.8436260413         4.2890972859        
2.3300000000         0.5825016300         4.8540443330         4.3688820749        
2.3350000000         0.5837513450         4.8644583330         4.3555846101        
2.3400000000         0.5850019500         4.8748797495         4.3289896804        
2.3450000000         0.5862512750         4.8852904997         4.1960150319        
2.3500000000         0.5875070500         4.8957549983         4.2492048914        
2.3550000000         0.5887512500         4.9061230414         4.3954770046        
2.3600000000         0.5900425500         4.9168835734         4.4885592586        
2.3650000000         0.5914312150         4.9284554577         4.3289896804        
2.3700000000         0.5925024000         4.9373817494         4.3156922156        
2.3750000000         0.5937513300         4.9477892080         4.4486668640        
2.3800000000         0.5950021950         4.9582127912         4.3954770046        
2.3850000000         0.5962517150         4.9686251663         4.4220719343        
2.3900000000         0.5975018650         4.9790427912         4.2226099616        
2.3950000000         0.5987510200         4.9894521248         4.3422871452        
2.4000000000         0.6000021900         4.9998782495         4.5018567234        
2.4050000000         0.6012512350         5.0102866664         4.4087744695        
2.4100000000         0.6025013800         5.0207042497         4.3954770046        
2.4150000000         0.6037513850         5.0311206663         4.4087744695        
2.4200000000         0.6050014350         5.0415374580         4.2492048913        
2.4250000000         0.6062513850         5.0519534163         4.5151541882        
2.4300000000         0.6075020300         5.0623751662         4.2890972859        
2.4350000000         0.6087511000         5.0727837914         4.5018567234        
2.4400000000         0.6100017000         5.0832051663         4.4353693992        
2.4450000000         0.6112511750         5.0936171664         4.5284516531        
2.4500000000         0.6125012700         5.1040343330         4.5816415125        
2.4550000000         0.6137513100         5.1144510414         4.5284516531        
2.4600000000         0.6150012750         5.1248671247         4.4752617937        
2.4650000000         0.6162513750         5.1352843330         4.5151541882        
2.4700000000         0.6175012650         5.1456997914         4.5816415125        
2.4750000000         0.6187510250         5.1561141664         4.5816415125        
2.4800000000         0.6200111300         5.1666147474         4.5417491179        
2.4850000000         0.6212531650         5.1769647493         4.4220719343        
2.4900000000         0.6225845650         5.1880594386         4.5151541882        
2.4950000000         0.6237512250         5.1977813330         4.5683440476        
2.5000000000         0.6250091250         5.2082635395         4.5683440476        
2.5050000000         0.6262513450         5.2186150830         4.5284516531        
2.5100000000         0.6275017350         5.2290347079         4.4885592585        
2.5150000000         0.6287574100         5.2394983733         4.5683440476        
2.5200000000         0.6300015100         5.2498655830         4.6082364422        
2.5250000000         0.6312515500         5.2602822913         4.7146161609        
2.5300000000         0.6325014050         5.2706974580         4.7146161609        
2.5350000000         0.6337530650         5.2811276659         4.5417491179        
2.5400000000         0.6350011750         5.2915282914         4.6215339070        
2.5450000000         0.6362512450         5.3019452497         4.5550465828        
2.5500000000         0.6377561200         5.3144855236         4.6614263016        
2.5550000000         0.6388168900         5.3233250260         4.6215339070        
2.5600000000         0.6400011350         5.3331934581         4.6880212312        
2.5650000000         0.6412511150         5.3436096664         4.7412110906        
2.5700000000         0.6425014900         5.3540291663         4.6348313718        
2.5750000000         0.6437518750         5.3644487496         4.7678060203        
2.5800000000         0.6450016300         5.3748630830         4.7279136258        
2.5850000000         0.6462527150         5.3852884994         4.8475908094        
2.5900000000         0.6475015050         5.3956947913         4.7013186961        
2.5950000000         0.6487526850         5.4061209994         4.7944009500        
2.6000000000         0.6500083950         5.4165849564         4.6880212312        
2.6050000000         0.6512524650         5.4269519161         4.8209958797        
2.6100000000         0.6525245150         5.4375520359         4.7412110906        
2.6150000000         0.6537523400         5.4477836244         4.7944009500        
2.6200000000         0.6550018950         5.4581962912         4.7279136257        
2.6250000000         0.6562518800         5.4686125412         4.8076984148        
2.6300000000         0.6575024250         5.4790334578         4.7412110906        
2.6350000000         0.6587517650         5.4894443329         4.9007806688        
2.6400000000         0.6600013200         5.4998569997         4.7678060203        
2.6450000000         0.6612513800         5.5102738747         4.7811034852        
2.6500000000         0.6625008800         5.5206860831         4.6880212312        
2.6550000000         0.6637516100         5.5311085413         4.9938629227        
2.6600000000         0.6650010700         5.5415204164         4.8209958797        
2.6650000000         0.6662516600         5.5519417080         4.7545085555        
2.6700000000         0.6675010350         5.5623528748         4.7678060203        
